IP,ip_int
114.206.23.151,1926109079.0
114.207.104.104,1926195304.0
114.217.15.3,1926827779.0
114.217.30.210,1926831826.0
114.228.68.25,1927562265.0
114.246.242.57,1928786489.0
115.22.233.153,1930881433.0
115.22.247.76,1930884940.0
115.29.214.33,1931335201.0
115.48.33.232,1932534248.0
115.73.209.120,1934217592.0
115.75.1.168,1934295464.0
115.84.249.140,1934948748.0
115.148.155.206,1939119054.0
115.156.98.110,1939628654.0
115.159.226.174,1939858094.0
115.167.64.29,1940340765.0
115.171.170.246,1940630262.0
115.178.102.166,1941071526.0
115.186.56.78,1941583950.0
115.220.3.90,1943798618.0
115.231.163.184,1944560568.0
115.233.218.202,1944705738.0
115.233.218.204,1944705740.0
115.233.218.205,1944705741.0
115.238.44.234,1944988906.0
115.241.167.73,1945216841.0
115.246.209.27,1945555227.0
116.8.99.56,1946706744.0
116.19.127.18,1947434770.0
116.35.55.205,1948465101.0
116.62.150.129,1950258817.0
116.72.104.200,1950902472.0
116.90.97.194,1952080322.0
116.90.112.148,1952084116.0
116.92.213.114,1952241010.0
116.114.161.191,1953669567.0
116.116.156.198,1953799366.0
116.126.102.67,1954440771.0
116.148.185.51,1955903795.0
116.172.184.36,1957476388.0
116.172.184.49,1957476401.0
116.172.184.76,1957476428.0
116.172.184.175,1957476527.0
116.172.184.190,1957476542.0
116.172.184.253,1957476605.0
116.176.77.24,1957711128.0
116.193.159.2,1958846210.0
116.196.80.54,1959022646.0
116.198.46.25,1959144985.0
116.202.166.236,1959438060.0
116.203.133.197,1959495109.0
116.204.228.180,1959584948.0
116.206.56.50,1959671858.0
116.206.239.178,1959718834.0
116.213.36.106,1960125546.0
116.236.187.5,1961671429.0
116.236.232.169,1961683113.0
116.252.76.18,1962691602.0
116.252.76.44,1962691628.0
116.252.77.88,1962691928.0
117.2.142.24,1963101720.0
117.4.245.222,1963259358.0
117.11.90.89,1963678297.0
117.14.159.102,1963892582.0
117.15.88.166,1963940006.0
117.15.90.14,1963940366.0
117.15.94.226,1963941602.0
117.27.88.61,1964726333.0
117.29.44.204,1964846284.0
117.34.95.146,1965186962.0
117.34.125.98,1965194594.0
117.40.113.173,1965584813.0
117.40.171.13,1965599501.0
117.50.54.111,1966225007.0
117.50.56.49,1966225457.0
117.50.65.225,1966227937.0
117.50.67.183,1966228407.0
117.50.68.134,1966228614.0
117.50.162.133,1966252677.0
117.50.190.25,1966259737.0
117.50.197.30,1966261534.0
117.80.116.201,1968207049.0
117.102.64.108,1969635436.0
117.111.14.92,1970212444.0
117.128.81.5,1971343621.0
117.129.64.155,1971404955.0
117.145.25.210,1972443602.0
117.158.155.26,1973328666.0
117.159.25.226,1973361122.0
117.160.3.132,1973420932.0
117.161.75.116,1973504884.0
117.162.136.2,1973585922.0
117.172.186.177,1974254257.0
117.175.160.70,1974444102.0
117.190.224.48,1975443504.0
117.190.226.115,1975444083.0
117.200.56.194,1976056002.0
117.202.79.53,1976192821.0
117.203.100.139,1976263819.0
117.214.90.164,1976982180.0
117.233.202.147,1978256019.0
117.236.78.81,1978420817.0
117.239.249.51,1978661171.0
117.239.253.153,1978662297.0
117.240.78.178,1978683058.0
117.241.169.95,1978771807.0
117.247.16.134,1979125894.0
117.247.65.200,1979138504.0
117.247.178.81,1979167313.0
117.251.18.116,1979388532.0
117.251.85.118,1979405686.0
117.254.199.51,1979631411.0
118.26.36.15,1981424655.0
118.26.36.40,1981424680.0
118.26.39.10,1981425418.0
118.26.39.14,1981425422.0
118.26.39.59,1981425467.0
118.26.39.83,1981425491.0
118.26.39.120,1981425528.0
118.26.39.156,1981425564.0
118.26.39.169,1981425577.0
118.26.39.174,1981425582.0
118.26.39.179,1981425587.0
118.26.104.179,1981442227.0
118.26.104.212,1981442260.0
118.31.118.27,1981773339.0
118.33.27.40,1981881128.0
118.34.67.27,1981956891.0
118.34.117.189,1981969853.0
118.36.15.126,1982074750.0
118.36.69.40,1982088488.0
118.36.155.156,1982110620.0
118.37.5.251,1982137851.0
118.37.157.169,1982176681.0
118.38.207.14,1982254862.0
118.40.248.20,1982396436.0
118.41.52.140,1982411916.0
118.44.111.227,1982623715.0
118.45.205.44,1982713132.0
118.47.181.231,1982838247.0
118.69.55.237,1984247789.0
118.69.60.214,1984249046.0
118.69.65.208,1984250320.0
118.69.161.67,1984274755.0
118.70.49.114,1984311666.0
118.70.126.155,1984331419.0
118.74.54.201,1984575177.0
118.81.84.38,1985041446.0
118.89.60.153,1985559705.0
118.89.120.56,1985574968.0
118.99.96.26,1986224154.0
118.113.245.177,1987179953.0
118.114.19.190,1987187646.0
118.118.234.139,1987504779.0
118.121.236.14,1987701774.0
118.122.93.139,1987730827.0
118.122.94.212,1987731156.0
118.123.105.85,1987799381.0
118.123.105.86,1987799382.0
118.151.209.226,1989661154.0
118.163.29.74,1990401354.0
118.163.64.205,1990410445.0
118.163.118.215,1990424279.0
118.172.51.231,1990996967.0
118.178.180.4,1991422980.0
118.179.157.179,1991482803.0
118.179.167.161,1991485345.0
118.193.16.50,1992364082.0
118.193.32.88,1992368216.0
118.193.32.92,1992368220.0
118.193.33.130,1992368514.0
118.193.34.40,1992368680.0
118.193.36.63,1992369215.0
118.193.36.149,1992369301.0
118.193.38.134,1992369798.0
118.193.38.251,1992369915.0
118.193.40.191,1992370367.0
118.193.43.141,1992371085.0
118.193.43.158,1992371102.0
118.193.47.114,1992372082.0
118.193.47.212,1992372180.0
118.193.47.223,1992372191.0
118.193.56.229,1992374501.0
118.193.57.121,1992374649.0
118.193.57.185,1992374713.0
118.193.58.234,1992375018.0
118.193.59.4,1992375044.0
118.193.59.15,1992375055.0
118.193.59.41,1992375081.0
118.193.59.142,1992375182.0
118.193.65.34,1992376610.0
118.193.65.209,1992376785.0
118.193.65.234,1992376810.0
118.193.72.27,1992378395.0
118.194.249.8,1992489224.0
118.194.250.2,1992489474.0
118.194.250.31,1992489503.0
118.194.250.80,1992489552.0
118.194.250.122,1992489594.0
118.194.250.127,1992489599.0
118.194.250.180,1992489652.0
118.194.250.245,1992489717.0
118.194.251.17,1992489745.0
118.194.251.75,1992489803.0
118.194.251.144,1992489872.0
118.195.237.18,1992551698.0
118.212.120.4,1993635844.0
118.212.121.82,1993636178.0
119.5.157.124,1996856700.0
119.8.9.97,1997015393.0
119.8.10.36,1997015588.0
119.13.111.109,1997369197.0
119.18.55.47,1997682479.0
119.23.243.224,1998058464.0
119.27.181.250,1998304762.0
119.28.119.198,1998354374.0
119.29.63.201,1998405577.0
119.29.68.153,1998406809.0
119.40.88.174,1999132846.0
119.45.161.174,1999479214.0
119.48.134.210,1999668946.0
119.59.99.196,2000380868.0
119.59.126.212,2000387796.0
119.91.78.12,2002472460.0
119.91.226.35,2002510371.0
119.159.226.151,2006966935.0
119.163.44.233,2007182569.0
119.163.47.2,2007183106.0
119.167.99.194,2007458754.0
119.188.157.200,2008849864.0
119.188.168.53,2008852533.0
119.188.168.235,2008852715.0
119.192.96.238,2009096430.0
119.193.97.24,2009162008.0
119.194.90.138,2009225866.0
119.195.176.185,2009313465.0
119.200.13.201,2009599433.0
119.200.35.45,2009604909.0
119.203.65.29,2009809181.0
119.203.230.19,2009851411.0
119.205.98.232,2009948904.0
119.206.246.150,2010052246.0
119.252.143.94,2013040478.0
119.255.245.44,2013263148.0
120.24.49.77,2014851405.0
120.27.131.41,2015068969.0
120.35.26.129,2015566465.0
120.39.36.119,2015831159.0
120.39.36.205,2015831245.0
120.39.37.212,2015831508.0
120.46.56.184,2016295096.0
120.48.19.23,2016416535.0
120.48.33.181,2016420277.0
120.48.46.225,2016423649.0
120.48.48.65,2016424001.0
120.48.122.208,2016443088.0
120.48.124.172,2016443564.0
120.48.133.5,2016445701.0
120.48.164.59,2016453691.0
120.50.4.98,2016543842.0
120.53.108.252,2016767228.0
120.53.220.179,2016795827.0
120.55.40.20,2016880660.0
120.55.59.135,2016885639.0
120.55.99.107,2016895851.0
120.77.183.19,2018359059.0
120.92.111.55,2019323703.0
120.194.104.163,2026006691.0
120.199.82.50,2026328626.0
120.208.104.63,2026924095.0
120.211.22.219,2027099867.0
120.221.130.109,2027782765.0
120.222.158.89,2027855449.0
120.232.250.219,2028534491.0
120.237.228.182,2028856502.0
121.4.137.243,2030340595.0
121.4.254.116,2030370420.0
121.5.13.109,2030374253.0
121.5.178.84,2030416468.0
121.5.231.252,2030430204.0
121.18.166.166,2031265446.0
121.28.199.78,2031929166.0
121.40.17.54,2032668982.0
121.62.21.154,2034111898.0
121.62.60.3,2034121731.0
121.78.147.110,2035192686.0
121.91.57.178,2036021682.0
121.124.5.141,2038171021.0
121.130.91.54,2038586166.0
121.134.219.138,2038881162.0
121.135.227.154,2038948762.0
121.136.154.157,2038995613.0
121.137.203.25,2039073561.0
121.138.193.55,2039136567.0
121.140.176.65,2039263297.0
121.140.180.198,2039264454.0
121.140.186.197,2039265989.0
121.145.112.221,2039574749.0
121.146.4.161,2039612577.0
121.146.113.247,2039640567.0
121.146.183.60,2039658300.0
121.147.132.53,2039710773.0
121.147.176.9,2039721993.0
121.148.71.200,2039760840.0
121.149.93.24,2039831832.0
121.153.245.38,2040132902.0
121.154.90.17,2040158737.0
121.154.94.85,2040159829.0
121.154.133.174,2040169902.0
121.157.66.96,2040349280.0
121.158.89.62,2040420670.0
121.158.228.153,2040456345.0
121.164.71.235,2040809451.0
121.164.82.245,2040812277.0
121.164.85.211,2040813011.0
121.165.218.35,2040912419.0
121.168.123.179,2041084851.0
121.169.147.59,2041156411.0
121.172.188.59,2041363515.0
121.173.126.140,2041413260.0
121.174.211.215,2041500631.0
121.175.167.235,2041554923.0
121.175.246.201,2041575113.0
121.176.65.141,2041594253.0
121.177.70.228,2041661156.0
121.181.51.34,2041918242.0
121.181.80.178,2041925810.0
121.181.171.167,2041949095.0
121.182.19.212,2041975764.0
121.183.93.202,2042060234.0
121.185.28.133,2042174597.0
121.185.40.221,2042177757.0
121.185.153.152,2042206616.0
121.185.200.210,2042218706.0
121.185.212.224,2042221792.0
121.188.160.55,2042404919.0
121.190.114.78,2042524238.0
121.191.199.38,2042611494.0
121.199.12.213,2043088085.0
121.199.56.21,2043099157.0
121.202.206.129,2043334273.0
121.224.115.232,2044752872.0
121.226.212.229,2044908773.0
121.229.189.80,2045099344.0
121.250.190.6,2046475782.0
122.3.29.45,2047024429.0
122.3.175.217,2047061977.0
122.4.70.38,2047100454.0
122.8.148.219,2047382747.0
122.13.25.186,2047678906.0
122.13.25.214,2047678934.0
122.51.43.121,2050173817.0
122.51.110.114,2050190962.0
122.54.93.81,2050383185.0
122.96.28.12,2053118988.0
122.96.28.39,2053119015.0
122.96.28.68,2053119044.0
122.96.28.87,2053119063.0
122.96.28.100,2053119076.0
122.96.28.110,2053119086.0
122.96.28.144,2053119120.0
122.96.31.134,2053119878.0
122.96.31.140,2053119884.0
122.116.15.169,2054426537.0
122.116.28.101,2054429797.0
122.116.75.210,2054441938.0
122.116.165.56,2054464824.0
122.116.226.201,2054480585.0
122.117.45.113,2054499697.0
122.117.223.210,2054545362.0
122.140.95.51,2056019763.0
122.141.234.179,2056121011.0
122.154.32.14,2056921102.0
122.154.156.234,2056953066.0
122.155.108.140,2057006220.0
122.155.174.37,2057023013.0
122.160.95.252,2057330684.0
122.160.164.103,2057348199.0
122.165.62.224,2057649888.0
122.165.215.149,2057688981.0
122.166.156.246,2057739510.0
122.168.194.41,2057880105.0
122.168.199.104,2057881448.0
122.170.99.165,2057986981.0
122.170.111.140,2057990028.0
122.176.41.89,2058365273.0
122.179.159.82,2058592082.0
122.187.229.12,2059134220.0
122.187.229.104,2059134312.0
122.187.229.228,2059134436.0
122.187.233.199,2059135431.0
122.201.19.99,2059998051.0
122.224.129.234,2061533674.0
122.224.240.101,2061561957.0
122.225.62.202,2061582026.0
122.225.88.46,2061588526.0
122.225.207.99,2061619043.0
122.226.186.251,2061679355.0
122.227.97.162,2061722018.0
122.227.183.126,2061743998.0
122.228.23.224,2061768672.0
123.13.196.78,2064499790.0
123.14.250.148,2064579220.0
123.14.255.213,2064580565.0
123.18.206.22,2064829974.0
123.22.212.243,2065093875.0
123.30.157.54,2065603894.0
123.30.240.80,2065625168.0
123.49.33.102,2066817382.0
123.57.36.181,2067342517.0
123.57.39.117,2067343221.0
123.58.1.119,2067399031.0
123.58.207.81,2067451729.0
123.58.213.20,2067453204.0
123.58.213.118,2067453302.0
123.58.216.58,2067454010.0
123.58.216.78,2067454030.0
123.58.248.231,2067462375.0
123.59.105.78,2067491150.0
123.125.14.66,2071793218.0
123.132.252.2,2072312834.0
123.138.72.206,2072660174.0
123.138.79.98,2072661858.0
123.144.30.120,2073042552.0
123.145.23.123,2073106299.0
123.145.23.131,2073106307.0
123.145.29.50,2073107762.0
123.149.173.112,2073406832.0
123.157.77.200,2073906632.0
123.160.173.60,2074127676.0
123.160.173.151,2074127767.0
123.160.221.4,2074139908.0
123.160.221.24,2074139928.0
123.160.221.25,2074139929.0
123.160.221.26,2074139930.0
123.160.221.27,2074139931.0
123.160.221.28,2074139932.0
123.160.221.29,2074139933.0
123.160.221.30,2074139934.0
123.160.221.31,2074139935.0
123.160.221.32,2074139936.0
123.160.221.33,2074139937.0
123.160.221.34,2074139938.0
123.160.221.35,2074139939.0
123.160.221.36,2074139940.0
123.160.221.37,2074139941.0
123.160.221.38,2074139942.0
123.160.221.39,2074139943.0
123.160.221.40,2074139944.0
123.160.221.41,2074139945.0
123.160.221.42,2074139946.0
123.160.221.43,2074139947.0
123.160.221.44,2074139948.0
123.160.221.45,2074139949.0
123.160.221.46,2074139950.0
123.160.221.47,2074139951.0
123.160.221.48,2074139952.0
123.160.221.49,2074139953.0
123.160.221.50,2074139954.0
123.160.221.51,2074139955.0
123.160.221.52,2074139956.0
123.160.221.53,2074139957.0
123.160.221.54,2074139958.0
123.160.221.55,2074139959.0
123.160.221.56,2074139960.0
123.160.221.57,2074139961.0
123.160.221.58,2074139962.0
123.160.221.59,2074139963.0
123.160.221.60,2074139964.0
123.160.221.61,2074139965.0
123.160.221.62,2074139966.0
123.160.221.63,2074139967.0
123.160.232.55,2074142775.0
123.160.233.242,2074143218.0
123.160.234.76,2074143308.0
123.172.54.192,2074883776.0
123.175.66.10,2075083274.0
123.178.210.52,2075316788.0
123.178.210.55,2075316791.0
123.178.210.90,2075316826.0
123.178.210.162,2075316898.0
123.178.210.246,2075316982.0
123.185.223.136,2075778952.0
123.191.156.210,2076155090.0
123.207.211.241,2077217777.0
123.231.237.130,2078797186.0
123.234.131.230,2078966758.0
123.245.84.6,2079675398.0
123.245.84.52,2079675444.0
123.245.84.144,2079675536.0
123.245.84.148,2079675540.0
123.245.84.162,2079675554.0
123.245.84.229,2079675621.0
123.245.84.241,2079675633.0
123.254.109.66,2080271682.0
123.254.109.69,2080271685.0
123.254.109.77,2080271693.0
123.254.109.82,2080271698.0
123.254.109.88,2080271704.0
123.254.109.89,2080271705.0
123.254.109.90,2080271706.0
123.254.109.106,2080271722.0
123.254.109.112,2080271728.0
123.254.109.115,2080271731.0
123.254.109.164,2080271780.0
123.254.109.170,2080271786.0
123.254.109.186,2080271802.0
123.254.109.226,2080271842.0
123.254.109.231,2080271847.0
123.254.109.234,2080271850.0
123.254.109.246,2080271862.0
124.14.224.53,2081349685.0
124.43.163.42,2083234602.0
124.65.227.154,2084692890.0
124.89.119.4,2086237956.0
124.90.215.205,2086328269.0
124.90.226.173,2086331053.0
124.106.18.245,2087326453.0
124.107.37.84,2087396692.0
124.107.121.92,2087418204.0
124.107.181.154,2087433626.0
124.122.198.156,2088421020.0
124.123.122.108,2088467052.0
124.126.16.122,2088636538.0
124.133.215.219,2089146331.0
124.137.205.59,2089405755.0
124.152.99.193,2090361793.0
124.156.200.144,2090649744.0
124.156.204.72,2090650696.0
124.156.205.16,2090650896.0
124.158.4.184,2090730680.0
124.160.236.220,2090921180.0
124.207.165.138,2093983114.0
124.220.62.212,2094808788.0
124.220.76.82,2094812242.0
124.220.163.159,2094834591.0
124.220.180.90,2094838874.0
124.220.197.173,2094843309.0
124.221.47.43,2094870315.0
124.221.97.192,2094883264.0
124.221.118.9,2094888457.0
124.221.128.115,2094891123.0
124.221.136.106,2094893162.0
124.221.167.145,2094901137.0
124.221.168.202,2094901450.0
124.221.184.181,2094905525.0
124.221.235.81,2094918481.0
124.221.247.108,2094921580.0
124.222.53.226,2094937570.0
124.222.67.15,2094940943.0
124.222.69.21,2094941461.0
124.222.83.186,2094945210.0
124.222.159.25,2094964505.0
124.222.194.69,2094973509.0
124.222.211.66,2094977858.0
124.223.33.128,2094997888.0
124.223.52.201,2095002825.0
124.223.72.196,2095007940.0
124.223.78.215,2095009495.0
124.223.164.175,2095031471.0
124.223.214.39,2095044135.0
124.226.219.166,2095242150.0
124.227.31.25,2095259417.0
124.235.138.3,2095811075.0
124.235.138.38,2095811110.0
124.235.138.121,2095811193.0
124.235.138.175,2095811247.0
124.235.138.224,2095811296.0
124.235.224.14,2095833102.0
124.239.150.227,2096076515.0
124.239.222.52,2096094772.0
124.243.139.68,2096335684.0
124.251.110.147,2096852627.0
125.24.197.84,2098775380.0
125.25.40.64,2098800704.0
125.31.34.74,2099192394.0
125.31.40.138,2099193994.0
125.72.13.65,2101873985.0
125.72.236.66,2101931074.0
125.72.254.58,2101935674.0
125.72.254.73,2101935689.0
125.74.148.176,2102039728.0
125.74.239.20,2102062868.0
125.76.87.134,2102155142.0
125.77.158.16,2102238736.0
125.82.242.71,2102587975.0
125.82.242.118,2102588022.0
125.82.242.145,2102588049.0
125.82.242.155,2102588059.0
125.82.242.165,2102588069.0
125.82.242.252,2102588156.0
125.82.243.4,2102588164.0
125.82.243.24,2102588184.0
125.82.243.31,2102588191.0
125.82.243.128,2102588288.0
125.82.243.231,2102588391.0
125.82.243.247,2102588407.0
125.88.208.128,2102972544.0
125.88.254.178,2102984370.0
125.91.34.106,2103124586.0
125.120.174.161,2105061025.0
125.124.113.133,2105307525.0
125.124.234.193,2105338561.0
125.131.142.234,2105773802.0
125.132.41.164,2105813412.0
125.135.8.131,2106001539.0
125.135.90.136,2106022536.0
125.137.86.197,2106152645.0
125.139.50.13,2106274317.0
125.139.50.137,2106274441.0
125.139.60.143,2106277007.0
125.140.181.221,2106373597.0
125.140.246.14,2106390030.0
125.141.72.204,2106411212.0
125.141.120.48,2106423344.0
125.141.139.29,2106428189.0
125.142.18.155,2106462875.0
125.143.114.91,2106552923.0
125.163.160.229,2107875557.0
125.164.155.48,2107939632.0
125.179.210.120,2108936824.0
125.181.108.100,2109041764.0
125.212.235.211,2111106003.0
125.227.40.5,2112038917.0
125.228.68.53,2112111669.0
125.229.128.127,2112192639.0
125.229.246.197,2112222917.0
126.145.110.100,2123460196.0
128.1.38.37,2147558949.0
128.1.39.69,2147559237.0
128.1.138.230,2147584742.0
128.1.160.14,2147590158.0
128.14.173.99,2148445539.0
128.14.173.117,2148445557.0
128.14.188.107,2148449387.0
128.14.209.30,2148454686.0
128.14.209.38,2148454694.0
128.14.211.186,2148455354.0
128.14.211.190,2148455358.0
128.65.164.36,2151785508.0
128.116.134.9,2155120137.0
128.199.4.109,2160526445.0
128.199.19.74,2160530250.0
128.199.20.70,2160530502.0
128.199.20.210,2160530642.0
128.199.28.154,2160532634.0
128.199.45.37,2160536869.0
128.199.46.213,2160537301.0
128.199.52.28,2160538652.0
128.199.61.251,2160541179.0
128.199.62.55,2160541239.0
128.199.74.173,2160544429.0
128.199.77.96,2160545120.0
128.199.91.205,2160548813.0
128.199.111.4,2160553732.0
128.199.115.248,2160555000.0
128.199.150.10,2160563722.0
128.199.150.109,2160563821.0
128.199.161.57,2160566585.0
128.199.162.2,2160566786.0
128.199.181.4,2160571652.0
128.199.185.115,2160572787.0
128.199.211.78,2160579406.0
128.199.229.17,2160583953.0
128.199.237.61,2160586045.0
128.201.99.66,2160681794.0
129.146.4.225,2173830369.0
129.146.38.85,2173838933.0
129.146.162.206,2173870798.0
129.151.44.205,2174168269.0
129.205.98.180,2177721012.0
129.205.194.230,2177745638.0
129.213.45.118,2178231670.0
129.213.116.85,2178249813.0
129.222.173.123,2178854267.0
129.226.158.245,2179112693.0
129.226.162.83,2179113555.0
129.226.196.127,2179122303.0
129.226.208.154,2179125402.0
129.226.211.132,2179126148.0
129.226.214.79,2179126863.0
129.226.219.243,2179128307.0
129.226.221.96,2179128672.0
130.61.35.0,2185044736.0
130.61.177.134,2185081222.0
130.162.42.103,2191665767.0
130.211.54.158,2194880158.0
131.255.212.139,2214581387.0
132.145.109.41,2224123177.0
132.145.150.210,2224133842.0
132.148.75.24,2224311064.0
132.148.76.25,2224311321.0
132.232.100.125,2229822589.0
132.248.14.22,2230849046.0
133.18.211.209,2232603601.0
134.17.89.151,2249283991.0
134.19.179.131,2249438083.0
134.19.179.139,2249438091.0
134.122.19.182,2256147382.0
134.122.86.66,2256164418.0
134.122.88.182,2256165046.0
134.122.89.242,2256165362.0
134.122.133.18,2256176402.0
134.175.217.217,2259671513.0
134.209.48.124,2261856380.0
134.209.48.219,2261856475.0
134.209.48.237,2261856493.0
134.209.64.215,2261860567.0
134.209.88.238,2261866734.0
134.209.101.52,2261869876.0
134.209.103.181,2261870517.0
134.209.110.165,2261872293.0
134.209.117.41,2261873961.0
134.209.150.48,2261882416.0
134.209.156.94,2261883998.0
134.209.157.237,2261884397.0
134.209.164.73,2261886025.0
134.209.179.100,2261889892.0
134.209.210.95,2261897823.0
134.209.234.167,2261904039.0
135.125.2.187,2273116859.0
135.148.40.15,2274633743.0
135.148.70.147,2274641555.0
136.33.156.75,2283904075.0
136.143.177.51,2291118387.0
136.144.43.122,2291149690.0
136.158.3.14,2292056846.0
136.244.70.148,2297710228.0
137.59.78.82,2302365266.0
137.74.9.244,2303330804.0
137.184.6.75,2310538827.0
137.184.20.70,2310542406.0
137.184.52.184,2310550712.0
137.184.54.144,2310551184.0
137.184.56.27,2310551579.0
137.184.68.29,2310554653.0
137.184.112.37,2310565925.0
137.184.128.143,2310570127.0
137.184.130.232,2310570728.0
137.184.130.253,2310570749.0
137.184.138.136,2310572680.0
137.184.158.59,2310577723.0
137.184.198.87,2310587991.0
137.184.222.44,2310594092.0
137.184.225.55,2310594871.0
137.184.228.187,2310595771.0
137.184.229.120,2310595960.0
137.184.255.6,2310602502.0
137.184.255.26,2310602522.0
137.184.255.28,2310602524.0
137.184.255.31,2310602527.0
137.184.255.33,2310602529.0
137.184.255.41,2310602537.0
137.184.255.42,2310602538.0
137.184.255.50,2310602546.0
137.184.255.51,2310602547.0
137.184.255.52,2310602548.0
137.220.228.87,2312954967.0
138.0.90.150,2315278998.0
138.59.40.160,2319132832.0
138.68.4.20,2319713300.0
138.68.8.225,2319714529.0
138.68.16.120,2319716472.0
138.68.24.162,2319718562.0
138.68.47.213,2319724501.0
138.68.58.138,2319727242.0
138.68.79.94,2319732574.0
138.68.79.156,2319732636.0
138.68.128.9,2319745033.0
138.68.153.47,2319751471.0
138.68.162.6,2319753734.0
138.68.164.226,2319754466.0
138.68.208.8,2319765512.0
138.68.208.14,2319765518.0
138.68.208.16,2319765520.0
138.68.208.32,2319765536.0
138.68.208.36,2319765540.0
138.68.208.38,2319765542.0
138.68.208.50,2319765554.0
138.68.224.69,2319769669.0
138.68.239.6,2319773446.0
138.68.240.219,2319773915.0
138.75.199.174,2320222126.0
138.94.190.5,2321464837.0
138.97.154.231,2321652455.0
138.99.6.74,2321745482.0
138.122.155.144,2323291024.0
138.185.135.66,2327414594.0
138.197.3.125,2328167293.0
138.197.15.3,2328170243.0
138.197.15.217,2328170457.0
138.197.69.178,2328184242.0
138.197.86.49,2328188465.0
138.197.100.45,2328192045.0
138.197.101.95,2328192351.0
138.197.113.0,2328195328.0
138.197.122.1,2328197633.0
138.197.141.232,2328202728.0
138.197.177.111,2328211823.0
138.197.207.227,2328219619.0
138.197.207.236,2328219628.0
138.197.212.113,2328220785.0
138.197.216.240,2328221936.0
138.246.253.5,2331442437.0
138.246.253.24,2331442456.0
139.9.63.105,2332639081.0
139.9.219.45,2332678957.0
139.28.68.69,2333885509.0
139.59.31.58,2335907642.0
139.59.37.140,2335909260.0
139.59.40.34,2335909922.0
139.59.42.255,2335910655.0
139.59.46.101,2335911525.0
139.59.58.101,2335914597.0
139.59.58.140,2335914636.0
139.59.60.154,2335915162.0
139.59.94.202,2335923914.0
139.59.121.198,2335930822.0
139.59.127.178,2335932338.0
139.59.235.40,2335959848.0
139.59.235.51,2335959859.0
139.99.9.160,2338523552.0
139.99.21.206,2338526670.0
139.99.22.79,2338526799.0
139.99.29.241,2338528753.0
139.99.32.41,2338529321.0
139.99.65.169,2338537897.0
139.99.114.41,2338550313.0
139.99.115.20,2338550548.0
139.99.118.157,2338551453.0
139.99.123.135,2338552711.0
139.99.126.125,2338553469.0
139.144.52.241,2341483761.0
139.144.55.49,2341484337.0
139.144.110.70,2341498438.0
139.144.150.23,2341508631.0
139.144.170.196,2341513924.0
139.144.185.63,2341517631.0
139.144.239.78,2341531470.0
139.144.239.98,2341531490.0
139.144.239.185,2341531577.0
139.162.20.147,2342655123.0
139.162.192.40,2342699048.0
139.162.196.182,2342700214.0
139.162.206.50,2342702642.0
139.162.224.195,2342707395.0
139.162.255.24,2342715160.0
139.170.202.84,2343225940.0
139.170.203.232,2343226344.0
139.177.200.147,2343684243.0
139.177.202.169,2343684777.0
139.177.202.213,2343684821.0
139.177.207.133,2343686021.0
139.186.132.227,2344256739.0
139.196.253.42,2344942890.0
139.198.120.226,2345040098.0
139.212.57.107,2345941355.0
139.212.58.102,2345941606.0
139.212.68.233,2345944297.0
139.214.251.14,2346121998.0
139.214.251.205,2346122189.0
139.217.232.49,2346313777.0
139.224.253.112,2346777968.0
139.226.161.106,2346885482.0
140.86.39.162,2354456482.0
140.99.232.153,2355357849.0
140.143.162.33,2358223393.0
140.238.1.87,2364408151.0
141.95.32.106,2371821674.0
141.98.7.28,2372011804.0
141.98.7.186,2372011962.0
141.98.9.33,2372012321.0
141.98.10.59,2372012603.0
141.98.10.105,2372012649.0
141.98.10.111,2372012655.0
141.98.10.153,2372012697.0
141.98.10.169,2372012713.0
141.98.11.8,2372012808.0
141.98.11.33,2372012833.0
141.98.11.41,2372012841.0
141.98.11.44,2372012844.0
141.98.11.63,2372012863.0
141.98.11.82,2372012882.0
141.98.11.86,2372012886.0
141.98.11.89,2372012889.0
141.98.11.96,2372012896.0
141.98.11.105,2372012905.0
141.98.11.136,2372012936.0
141.98.11.138,2372012938.0
141.98.11.151,2372012951.0
141.98.11.161,2372012961.0
141.98.11.162,2372012962.0
141.98.11.169,2372012969.0
141.98.11.191,2372012991.0
141.98.11.201,2372013001.0
141.98.81.47,2372030767.0
141.98.81.53,2372030773.0
141.98.81.130,2372030850.0
141.98.82.22,2372030998.0
141.98.83.83,2372031315.0
141.98.83.84,2372031316.0
141.98.83.85,2372031317.0
141.98.83.86,2372031318.0
141.98.83.87,2372031319.0
141.98.83.88,2372031320.0
141.98.83.89,2372031321.0
141.98.83.120,2372031352.0
141.98.83.121,2372031353.0
141.98.83.122,2372031354.0
141.98.83.123,2372031355.0
141.98.83.124,2372031356.0
141.98.83.125,2372031357.0
141.98.83.126,2372031358.0
141.98.83.127,2372031359.0
141.98.83.128,2372031360.0
141.98.83.130,2372031362.0
141.98.83.131,2372031363.0
141.98.83.132,2372031364.0
141.98.83.133,2372031365.0
141.98.83.216,2372031448.0
141.98.252.161,2372074657.0
141.138.138.57,2374666809.0
141.147.47.32,2375233312.0
141.148.187.58,2375334714.0
141.179.43.5,2377329413.0
142.4.1.183,2382627255.0
142.4.218.114,2382682738.0
142.44.205.46,2385300782.0
142.44.210.28,2385302044.0
142.93.6.255,2388461311.0
142.93.8.99,2388461667.0
