Time,Level,Event ID,Event,Tag(s),Event Origin,Target,Action By,Manager,Description,IP
"April 20, 2024 07:56:36",Warning,853,Reconnaissance Detected: TCP SYNFIN Scan,,Agent,AppserverRE-QA,System,hbp00423s-474,"The Agent/Appliance detected a TCP ""SYNFIN"" port scan attempt. Check the Agent/Appliance Events to see the details of the port scan.

Agent/Appliance Event(s):

Time: April 20, 2024 07:56:32
Level: Warning
Event ID: 7003
Event: TCP SYNFIN Scan
Description: The computer at IP address 177.85.224.93 sent a packet with both the ""SYN"" and ""FIN"" TCP flags set - an illegal combination. This almost always means it is performing a ""FIN"" scan to determine which ports are open.

Traffic from IP 177.85.224.93 is being automatically blocked for 1,800 seconds.",177.85.224.93
"April 20, 2024 07:54:22",Warning,853,Reconnaissance Detected: TCP SYNFIN Scan,,Agent,Sb2bSrvRecibo,System,hbp00424s-474,"The Agent/Appliance detected a TCP ""SYNFIN"" port scan attempt. Check the Agent/Appliance Events to see the details of the port scan.

Agent/Appliance Event(s):

Time: April 20, 2024 07:54:19
Level: Warning
Event ID: 7003
Event: TCP SYNFIN Scan
Description: The computer at IP address 128.199.181.4 sent a packet with both the ""SYN"" and ""FIN"" TCP flags set - an illegal combination. This almost always means it is performing a ""FIN"" scan to determine which ports are open.

Traffic from IP 128.199.181.4 is being automatically blocked for 1,800 seconds.",128.199.181.4
"April 20, 2024 07:51:53",Warning,853,Reconnaissance Detected: TCP SYNFIN Scan,,Agent,Sb2bserverRE-QA,System,hbp00423s-474,"The Agent/Appliance detected a TCP ""SYNFIN"" port scan attempt. Check the Agent/Appliance Events to see the details of the port scan.

Agent/Appliance Event(s):

Time: April 20, 2024 07:51:50
Level: Warning
Event ID: 7003
Event: TCP SYNFIN Scan
Description: The computer at IP address 159.192.106.207 sent a packet with both the ""SYN"" and ""FIN"" TCP flags set - an illegal combination. This almost always means it is performing a ""FIN"" scan to determine which ports are open.

Traffic from IP 159.192.106.207 is being automatically blocked for 1,800 seconds.",159.192.106.207
"April 20, 2024 07:51:15",Warning,853,Reconnaissance Detected: TCP SYNFIN Scan,,Agent,AppserverRE,System,hbp00420s-474,"The Agent/Appliance detected a TCP ""SYNFIN"" port scan attempt. Check the Agent/Appliance Events to see the details of the port scan.

Agent/Appliance Event(s):

Time: April 20, 2024 07:51:01
Level: Warning
Event ID: 7003
Event: TCP SYNFIN Scan
Description: The computer at IP address 159.192.105.100 sent a packet with both the ""SYN"" and ""FIN"" TCP flags set - an illegal combination. This almost always means it is performing a ""FIN"" scan to determine which ports are open.

Traffic from IP 159.192.105.100 is being automatically blocked for 1,800 seconds.",159.192.105.100
"April 20, 2024 07:45:03",Warning,853,Reconnaissance Detected: TCP SYNFIN Scan,,Agent,AppserverRE,System,hbp00424s-474,"The Agent/Appliance detected a TCP ""SYNFIN"" port scan attempt. Check the Agent/Appliance Events to see the details of the port scan.

Agent/Appliance Event(s):

Time: April 20, 2024 07:44:59
Level: Warning
Event ID: 7003
Event: TCP SYNFIN Scan
Description: The computer at IP address 159.192.106.207 sent a packet with both the ""SYN"" and ""FIN"" TCP flags set - an illegal combination. This almost always means it is performing a ""FIN"" scan to determine which ports are open.

Traffic from IP 159.192.106.207 is being automatically blocked for 1,800 seconds.",159.192.106.207
"April 20, 2024 07:29:15",Warning,853,Reconnaissance Detected: TCP SYNFIN Scan,,Agent,SMTPSERVERENL.ams.local,System,hbp00424s-474,"The Agent/Appliance detected a TCP ""SYNFIN"" port scan attempt. Check the Agent/Appliance Events to see the details of the port scan.

Agent/Appliance Event(s):

Time: April 20, 2024 07:29:13
Level: Warning
Event ID: 7003
Event: TCP SYNFIN Scan
Description: The computer at IP address 159.192.104.79 sent a packet with both the ""SYN"" and ""FIN"" TCP flags set - an illegal combination. This almost always means it is performing a ""FIN"" scan to determine which ports are open.

Traffic from IP 159.192.104.79 is being automatically blocked for 1,800 seconds.",159.192.104.79
"April 20, 2024 07:26:39",Warning,853,Reconnaissance Detected: TCP SYNFIN Scan,,Agent,srvhsprdblue03.humansite.int,System,hbp00423s-474,"The Agent/Appliance detected a TCP ""SYNFIN"" port scan attempt. Check the Agent/Appliance Events to see the details of the port scan.

Agent/Appliance Event(s):

Time: April 20, 2024 07:26:35
Level: Warning
Event ID: 7003
Event: TCP SYNFIN Scan
Description: The computer at IP address 218.161.74.135 sent a packet with both the ""SYN"" and ""FIN"" TCP flags set - an illegal combination. This almost always means it is performing a ""FIN"" scan to determine which ports are open.

Traffic from IP 218.161.74.135 is being automatically blocked for 1,800 seconds.",218.161.74.135
"April 20, 2024 07:25:25",Warning,853,Reconnaissance Detected: TCP SYNFIN Scan,,Agent,SMTPSERVERENL.ams.local,System,hbp00424s-474,"The Agent/Appliance detected a TCP ""SYNFIN"" port scan attempt. Check the Agent/Appliance Events to see the details of the port scan.

Agent/Appliance Event(s):

Time: April 20, 2024 07:25:23
Level: Warning
Event ID: 7003
Event: TCP SYNFIN Scan
Description: The computer at IP address 159.192.106.207 sent a packet with both the ""SYN"" and ""FIN"" TCP flags set - an illegal combination. This almost always means it is performing a ""FIN"" scan to determine which ports are open.

Traffic from IP 159.192.106.207 is being automatically blocked for 1,800 seconds.",159.192.106.207
"April 20, 2024 07:17:32",Warning,853,Reconnaissance Detected: TCP SYNFIN Scan,,Agent,Sb2bserverRE-QA,System,hbp00420s-474,"The Agent/Appliance detected a TCP ""SYNFIN"" port scan attempt. Check the Agent/Appliance Events to see the details of the port scan.

Agent/Appliance Event(s):

Time: April 20, 2024 07:17:28
Level: Warning
Event ID: 7003
Event: TCP SYNFIN Scan
Description: The computer at IP address 128.22.175.67 sent a packet with both the ""SYN"" and ""FIN"" TCP flags set - an illegal combination. This almost always means it is performing a ""FIN"" scan to determine which ports are open.

Traffic from IP 128.22.175.67 is being automatically blocked for 1,800 seconds.",128.22.175.67
"April 20, 2024 07:13:32",Warning,853,Reconnaissance Detected: TCP SYNFIN Scan,,Agent,SMTPSVRCFDINET.ams.local,System,hbp00420s-474,"The Agent/Appliance detected a TCP ""SYNFIN"" port scan attempt. Check the Agent/Appliance Events to see the details of the port scan.

Agent/Appliance Event(s):

Time: April 20, 2024 07:13:30
Level: Warning
Event ID: 7003
Event: TCP SYNFIN Scan
Description: The computer at IP address 159.192.104.79 sent a packet with both the ""SYN"" and ""FIN"" TCP flags set - an illegal combination. This almost always means it is performing a ""FIN"" scan to determine which ports are open.

Traffic from IP 159.192.104.79 is being automatically blocked for 1,800 seconds.",159.192.104.79
